Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,Month,Year
Foot Locker,1185732,2021-06-09,Midwest,Illinois,Chicago,Women's Athletic Footwear,39.0,28,109.0,58.0,Online,2021-06-01,2021-01-01
Foot Locker,1185732,2021-06-22,Midwest,Illinois,Chicago,Men's Apparel,54.0,28,151.0,71.0,Online,2021-06-01,2021-01-01
Foot Locker,1185732,2021-06-27,Midwest,Illinois,Chicago,Women's Athletic Footwear,48.0,28,134.0,71.0,Online,2021-06-01,2021-01-01
Foot Locker,1185732,2020-11-05,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,38.0,28,106.0,45.0,Online,2020-11-01,2020-01-01
Amazon,1185732,2021-10-15,South,Alabama,Birmingham,Women's Athletic Footwear,34.0,28,95.0,39.0,Online,2021-10-01,2021-01-01
Foot Locker,1185732,2021-03-05,Midwest,Iowa,Des Moines,Women's Athletic Footwear,14.0,28,39.0,16.0,Online,2021-03-01,2021-01-01
Foot Locker,1185732,2021-04-06,Midwest,Iowa,Des Moines,Women's Athletic Footwear,15.0,28,42.0,19.0,Online,2021-04-01,2021-01-01
Foot Locker,1185732,2021-12-19,Northeast,Pennsylvania,Philadelphia,Men's Apparel,56.0,27,151.0,65.0,Online,2021-12-01,2021-01-01
Foot Locker,1185732,2021-07-06,Midwest,Nebraska,Omaha,Men's Apparel,37.0,27,100.0,48.0,Online,2021-07-01,2021-01-01
Foot Locker,1185732,2021-07-24,Midwest,Nebraska,Omaha,Men's Apparel,48.0,27,130.0,58.0,Online,2021-07-01,2021-01-01
Amazon,1185732,2021-10-19,Northeast,Maine,Portland,Men's Apparel,61.0,27,165.0,63.0,Online,2021-10-01,2021-01-01
Amazon,1185732,2021-03-21,Southeast,Kentucky,Louisville,Women's Athletic Footwear,36.0,27,97.0,51.0,Online,2021-03-01,2021-01-01
Kohl's,1185732,2021-04-07,Northeast,New Jersey,Newark,Women's Athletic Footwear,27.0,27,73.0,37.0,Online,2021-04-01,2021-01-01
Kohl's,1185732,2021-04-07,Northeast,New Jersey,Newark,Men's Apparel,44.0,27,119.0,52.0,Online,2021-04-01,2021-01-01
Foot Locker,1185732,2021-09-06,Northeast,Rhode Island,Providence,Women's Athletic Footwear,39.0,27,105.0,57.0,Online,2021-09-01,2021-01-01
Foot Locker,1185732,2021-09-06,Northeast,Rhode Island,Providence,Men's Apparel,47.0,27,127.0,52.0,Online,2021-09-01,2021-01-01
Sports Direct,1185732,2021-10-15,Northeast,Massachusetts,Boston,Women's Athletic Footwear,54.0,27,146.0,55.0,Online,2021-10-01,2021-01-01
Sports Direct,1185732,2021-10-15,Northeast,Massachusetts,Boston,Men's Apparel,62.0,27,167.0,59.0,Online,2021-10-01,2021-01-01
Foot Locker,1185732,2020-10-20,Southeast,Florida,Miami,Women's Athletic Footwear,29.0,26,75.0,34.0,Online,2020-10-01,2020-01-01
Foot Locker,1185732,2020-11-06,Midwest,Minnesota,Minneapolis,Women's Street Footwear,29.0,26,75.0,33.0,Online,2020-11-01,2020-01-01
Foot Locker,1185732,2021-06-03,Midwest,Nebraska,Omaha,Men's Athletic Footwear,39.0,26,101.0,47.0,Online,2021-06-01,2021-01-01
Amazon,1185732,2021-10-19,Northeast,Maine,Portland,Women's Athletic Footwear,50.0,26,130.0,52.0,Online,2021-10-01,2021-01-01
West Gear,1128299,2021-03-23,West,Oregon,Portland,Men's Apparel,54.0,26,140.0,74.0,Online,2021-03-01,2021-01-01
Kohl's,1197831,2021-03-12,Midwest,Kansas,Wichita,Women's Athletic Footwear,20.0,26,52.0,25.0,Online,2021-03-01,2021-01-01
Foot Locker,1185732,2021-05-13,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,43.0,26,112.0,50.0,Online,2021-05-01,2021-01-01
Sports Direct,1185732,2021-05-10,Midwest,North Dakota,Fargo,Women's Athletic Footwear,36.0,26,94.0,41.0,Online,2021-05-01,2021-01-01
Foot Locker,1185732,2021-01-06,Midwest,North Dakota,Fargo,Women's Athletic Footwear,24.0,26,62.0,28.0,Online,2021-01-01,2021-01-01
West Gear,1185732,2021-04-03,Midwest,Wisconsin,Milwaukee,Men's Apparel,55.0,26,143.0,89.0,Online,2021-04-01,2021-01-01
Sports Direct,1185732,2021-01-17,Northeast,Rhode Island,Providence,Women's Athletic Footwear,34.0,26,88.0,34.0,Online,2021-01-01,2021-01-01
Foot Locker,1185732,2021-11-13,Northeast,Pennsylvania,Philadelphia,Men's Apparel,45.0,26,117.0,43.0,Outlet,2021-11-01,2021-01-01
Foot Locker,1185732,2021-11-06,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,45.0,25,1125.0,450.0,Outlet,2021-11-01,2021-01-01
Foot Locker,1185732,2020-11-01,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,35.0,25,875.0,306.0,In-store,2020-11-01,2020-01-01
Foot Locker,1185732,2020-11-07,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,35.0,25,875.0,306.0,In-store,2020-11-01,2020-01-01
Foot Locker,1185732,2021-06-12,Midwest,Nebraska,Omaha,Men's Apparel,45.0,25,1125.0,394.0,Outlet,2021-06-01,2021-01-01
Foot Locker,1185732,2021-06-17,Midwest,Nebraska,Omaha,Women's Athletic Footwear,35.0,25,875.0,350.0,Outlet,2021-06-01,2021-01-01
Foot Locker,1185732,2021-07-17,Midwest,Nebraska,Omaha,Women's Athletic Footwear,30.0,25,750.0,300.0,Outlet,2021-07-01,2021-01-01
Foot Locker,1185732,2021-07-18,Midwest,Nebraska,Omaha,Men's Apparel,40.0,25,1000.0,350.0,Outlet,2021-07-01,2021-01-01
West Gear,1185732,2021-03-20,Northeast,Maryland,Baltimore,Women's Athletic Footwear,30.0,25,750.0,263.0,In-store,2021-03-01,2021-01-01
Foot Locker,1185732,2021-03-06,Northeast,Rhode Island,Providence,Women's Athletic Footwear,30.0,25,750.0,300.0,In-store,2021-03-01,2021-01-01
Foot Locker,1185732,2020-12-12,Midwest,Minnesota,Minneapolis,Women's Street Footwear,32.0,25,80.0,34.0,Online,2020-12-01,2020-01-01
Foot Locker,1185732,2021-07-10,Midwest,Nebraska,Omaha,Women's Street Footwear,18.0,25,45.0,22.0,Online,2021-07-01,2021-01-01
Foot Locker,1185732,2021-07-22,Midwest,Nebraska,Omaha,Women's Street Footwear,29.0,25,73.0,34.0,Online,2021-07-01,2021-01-01
Foot Locker,1185732,2021-02-12,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,33.0,25,83.0,36.0,Online,2021-02-01,2021-01-01
Sports Direct,1185732,2021-09-20,Northeast,Maryland,Baltimore,Women's Athletic Footwear,36.0,25,90.0,41.0,Online,2021-09-01,2021-01-01
Sports Direct,1185732,2021-10-22,Northeast,Maryland,Baltimore,Women's Street Footwear,49.0,25,123.0,56.0,Online,2021-10-01,2021-01-01
Foot Locker,1185732,2021-03-06,Northeast,Rhode Island,Providence,Men's Apparel,33.0,25,83.0,30.0,Outlet,2021-03-01,2021-01-01
Foot Locker,1185732,2021-11-07,Northeast,Pennsylvania,Philadelphia,Men's Apparel,41.0,24,98.0,33.0,Outlet,2021-11-01,2021-01-01
Foot Locker,1185732,2021-11-12,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,36.0,24,86.0,33.0,Outlet,2021-11-01,2021-01-01
Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Women's Athletic Footwear,24.0,24,58.0,26.0,Outlet,2021-01-01,2021-01-01
Foot Locker,1185732,2021-06-09,Midwest,Nebraska,Omaha,Men's Athletic Footwear,32.0,23,74.0,33.0,Online,2021-06-01,2021-01-01
Foot Locker,1185732,2021-07-11,Midwest,Nebraska,Omaha,Women's Athletic Footwear,19.0,23,44.0,23.0,Online,2021-07-01,2021-01-01
Foot Locker,1185732,2021-03-11,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,33.0,23,76.0,33.0,Online,2021-03-01,2021-01-01
Foot Locker,1185732,2021-02-06,Midwest,Iowa,Des Moines,Women's Athletic Footwear,25.0,23,58.0,25.0,Online,2021-02-01,2021-01-01
Foot Locker,1185732,2021-10-08,Northeast,Rhode Island,Providence,Women's Athletic Footwear,47.0,23,108.0,54.0,Online,2021-10-01,2021-01-01
Foot Locker,1185732,2021-10-25,South,Texas,Dallas,Women's Athletic Footwear,28.0,23,64.0,28.0,Outlet,2021-10-01,2021-01-01
Foot Locker,1185732,2021-05-24,South,Tennessee,Knoxville,Women's Athletic Footwear,22.0,23,51.0,22.0,Outlet,2021-05-01,2021-01-01
Foot Locker,1185732,2021-10-08,Northeast,Rhode Island,Providence,Women's Athletic Footwear,39.0,23,90.0,40.0,Outlet,2021-10-01,2021-01-01
Foot Locker,1185732,2021-10-08,Northeast,Rhode Island,Providence,Men's Apparel,40.0,23,92.0,30.0,Outlet,2021-10-01,2021-01-01
Foot Locker,1185732,2021-11-13,Northeast,Pennsylvania,Philadelphia,Men's Apparel,55.0,22,121.0,51.0,Online,2021-11-01,2021-01-01
Sports Direct,1185732,2021-03-08,Midwest,North Dakota,Fargo,Women's Athletic Footwear,25.0,22,55.0,23.0,Online,2021-03-01,2021-01-01
Sports Direct,1185732,2021-04-09,Midwest,North Dakota,Fargo,Women's Athletic Footwear,24.0,22,53.0,23.0,Online,2021-04-01,2021-01-01
West Gear,1185732,2021-04-03,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,15.0,22,33.0,14.0,Online,2021-04-01,2021-01-01
West Gear,1185732,2021-03-20,Northeast,Maryland,Baltimore,Men's Apparel,43.0,22,95.0,41.0,Online,2021-03-01,2021-01-01
Kohl's,1185732,2021-03-06,Northeast,New Jersey,Newark,Women's Athletic Footwear,27.0,22,59.0,31.0,Online,2021-03-01,2021-01-01
Foot Locker,1185732,2020-12-13,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,32.0,21,67.0,31.0,Online,2020-12-01,2020-01-01
Foot Locker,1185732,2021-06-10,Midwest,Nebraska,Omaha,Women's Street Footwear,23.0,21,48.0,22.0,Online,2021-06-01,2021-01-01
Foot Locker,1185732,2021-07-12,Midwest,Nebraska,Omaha,Men's Apparel,29.0,21,61.0,29.0,Online,2021-07-01,2021-01-01
Amazon,1185732,2021-11-02,Northeast,Maine,Portland,Women's Athletic Footwear,33.0,21,69.0,28.0,Online,2021-11-01,2021-01-01
Foot Locker,1185732,2021-10-22,Northeast,Maryland,Baltimore,Women's Athletic Footwear,49.0,21,103.0,51.0,Online,2021-10-01,2021-01-01
Foot Locker,1185732,2021-06-21,Midwest,Illinois,Chicago,Women's Athletic Footwear,44.0,20,88.0,44.0,Online,2021-06-01,2021-01-01
Foot Locker,1185732,2021-11-07,Northeast,Pennsylvania,Philadelphia,Men's Apparel,58.0,20,116.0,46.0,Online,2021-11-01,2021-01-01
Foot Locker,1185732,2021-11-12,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,42.0,20,84.0,39.0,Online,2021-11-01,2021-01-01
Foot Locker,1185732,2020-10-26,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,27.0,20,54.0,25.0,Online,2020-10-01,2020-01-01
Foot Locker,1185732,2020-11-14,Midwest,Minnesota,Minneapolis,Men's Apparel,50.0,20,100.0,41.0,Online,2020-11-01,2020-01-01
Amazon,1185732,2021-11-03,Northeast,Maine,Portland,Men's Apparel,47.0,20,94.0,36.0,Online,2021-11-01,2021-01-01
Foot Locker,1185732,2021-04-12,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,34.0,20,68.0,29.0,Online,2021-04-01,2021-01-01
West Gear,1185732,2021-02-03,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,23.0,20,46.0,20.0,Online,2021-02-01,2021-01-01
West Gear,1185732,2021-03-02,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,14.0,20,28.0,11.0,Online,2021-03-01,2021-01-01
Foot Locker,1185732,2021-01-24,Northeast,West Virginia,Charleston,Women's Athletic Footwear,28.0,20,56.0,28.0,Online,2021-01-01,2021-01-01
Foot Locker,1185732,2021-10-22,Northeast,Maryland,Baltimore,Men's Apparel,56.0,20,112.0,45.0,Online,2021-10-01,2021-01-01
Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Women's Athletic Footwear,29.0,20,58.0,31.0,Online,2021-01-01,2021-01-01
Foot Locker,1185732,2021-03-06,Northeast,Rhode Island,Providence,Men's Apparel,44.0,20,88.0,40.0,Online,2021-03-01,2021-01-01
Foot Locker,1185732,2021-06-15,Midwest,Illinois,Chicago,Women's Athletic Footwear,41.0,19,78.0,41.0,Online,2021-06-01,2021-01-01
Foot Locker,1185732,2021-10-25,South,Texas,Dallas,Women's Athletic Footwear,38.0,19,72.0,37.0,Online,2021-10-01,2021-01-01
Foot Locker,1185732,2020-11-02,Midwest,Minnesota,Minneapolis,Men's Apparel,47.0,19,89.0,38.0,Online,2020-11-01,2020-01-01
Foot Locker,1185732,2020-12-14,Midwest,Minnesota,Minneapolis,Men's Apparel,41.0,19,78.0,33.0,Online,2020-12-01,2020-01-01
Foot Locker,1185732,2021-05-24,South,Tennessee,Knoxville,Women's Athletic Footwear,27.0,19,51.0,27.0,Online,2021-05-01,2021-01-01
Amazon,1185732,2021-10-21,Northeast,Maine,Portland,Women's Athletic Footwear,34.0,19,65.0,27.0,Online,2021-10-01,2021-01-01
Foot Locker,1185732,2021-10-08,Northeast,Rhode Island,Providence,Men's Apparel,55.0,19,105.0,42.0,Online,2021-10-01,2021-01-01
Foot Locker,1185732,2021-10-31,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,28.0,17,48.0,20.0,Outlet,2021-10-01,2021-01-01
Foot Locker,1185732,2021-04-07,Northeast,Rhode Island,Providence,Women's Athletic Footwear,21.0,17,36.0,16.0,Outlet,2021-04-01,2021-01-01
Foot Locker,1185732,2021-02-08,Northeast,Rhode Island,Providence,Women's Athletic Footwear,20.0,16,32.0,14.0,Outlet,2021-02-01,2021-01-01
West Gear,1185732,2021-04-21,Northeast,Maryland,Baltimore,Men's Apparel,41.0,15,62.0,28.0,Online,2021-04-01,2021-01-01
Foot Locker,1185732,2021-04-07,Northeast,Rhode Island,Providence,Men's Apparel,44.0,15,66.0,26.0,Online,2021-04-01,2021-01-01
Foot Locker,1185732,2021-04-07,Northeast,Rhode Island,Providence,Men's Apparel,33.0,15,50.0,16.0,Outlet,2021-04-01,2021-01-01
Foot Locker,1185732,2020-11-08,Midwest,Minnesota,Minneapolis,Men's Apparel,47.0,14,66.0,26.0,Online,2020-11-01,2020-01-01
Foot Locker,1185732,2021-05-30,Midwest,Nebraska,Omaha,Women's Athletic Footwear,29.0,14,41.0,20.0,Online,2021-05-01,2021-01-01
Foot Locker,1185732,2021-07-16,Midwest,Nebraska,Omaha,Women's Street Footwear,29.0,14,41.0,20.0,Online,2021-07-01,2021-01-01
West Gear,1185732,2021-02-22,Northeast,Maryland,Baltimore,Women's Athletic Footwear,28.0,14,39.0,20.0,Online,2021-02-01,2021-01-01
Foot Locker,1185732,2021-10-31,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,39.0,13,51.0,26.0,Online,2021-10-01,2021-01-01
Foot Locker,1185732,2020-11-13,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,36.0,13,47.0,23.0,Online,2020-11-01,2020-01-01
Foot Locker,1185732,2021-06-06,Midwest,Nebraska,Omaha,Men's Apparel,45.0,13,59.0,27.0,Online,2021-06-01,2021-01-01
Foot Locker,1185732,2021-06-18,Midwest,Nebraska,Omaha,Men's Apparel,46.0,13,60.0,28.0,Online,2021-06-01,2021-01-01
Amazon,1185732,2021-10-27,Northeast,Maine,Portland,Women's Athletic Footwear,32.0,13,42.0,17.0,Online,2021-10-01,2021-01-01
West Gear,1185732,2021-04-21,Northeast,Maryland,Baltimore,Women's Athletic Footwear,27.0,13,35.0,16.0,Online,2021-04-01,2021-01-01
Foot Locker,1185732,2021-02-08,Northeast,Rhode Island,Providence,Women's Athletic Footwear,29.0,13,38.0,20.0,Online,2021-02-01,2021-01-01
Foot Locker,1185732,2021-04-07,Northeast,Rhode Island,Providence,Women's Athletic Footwear,29.0,13,38.0,20.0,Online,2021-04-01,2021-01-01
Foot Locker,1185732,2021-11-06,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,43.0,8,34.0,18.0,Online,2021-11-01,2021-01-01
Foot Locker,1185732,2021-03-06,Northeast,Rhode Island,Providence,Women's Athletic Footwear,29.0,8,23.0,12.0,Online,2021-03-01,2021-01-01
Foot Locker,1185732,2021-11-06,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,32.0,8,26.0,11.0,Outlet,2021-11-01,2021-01-01
Foot Locker,1185732,2021-03-06,Northeast,Rhode Island,Providence,Women's Athletic Footwear,20.0,8,16.0,8.0,Outlet,2021-03-01,2021-01-01
Foot Locker,1185732,2020-11-01,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,32.0,7,22.0,11.0,Online,2020-11-01,2020-01-01
Foot Locker,1185732,2020-11-07,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,32.0,7,22.0,11.0,Online,2020-11-01,2020-01-01
Foot Locker,1185732,2021-06-17,Midwest,Nebraska,Omaha,Women's Athletic Footwear,34.0,7,24.0,13.0,Online,2021-06-01,2021-01-01
Foot Locker,1185732,2021-07-17,Midwest,Nebraska,Omaha,Women's Athletic Footwear,29.0,7,20.0,11.0,Online,2021-07-01,2021-01-01
Foot Locker,1185732,2021-07-18,Midwest,Nebraska,Omaha,Men's Apparel,37.0,7,26.0,12.0,Online,2021-07-01,2021-01-01
West Gear,1185732,2021-03-20,Northeast,Maryland,Baltimore,Women's Athletic Footwear,29.0,7,20.0,9.0,Online,2021-03-01,2021-01-01
Foot Locker,1185732,2021-06-12,Midwest,Nebraska,Omaha,Men's Apparel,42.0,6,25.0,12.0,Online,2021-06-01,2021-01-01
Walmart,1128299,2021-06-17,Southeast,Florida,Orlando,Women's Apparel,110.0,750,82500.0,37125.0,In-store,2021-06-01,2021-01-01
Foot Locker,1185732,2020-03-10,Northeast,New York,New York,Men's Street Footwear,60.0,1275,76500.0,38250.0,Outlet,2020-03-01,2020-01-01
Foot Locker,1185732,2020-03-04,Northeast,New York,New York,Men's Street Footwear,60.0,1250,75000.0,37500.0,Outlet,2020-03-01,2020-01-01
Foot Locker,1185732,2020-03-16,Northeast,New York,New York,Men's Street Footwear,60.0,1250,75000.0,37500.0,Outlet,2020-03-01,2020-01-01
Foot Locker,1185732,2020-02-06,Northeast,New York,New York,Men's Street Footwear,60.0,1220,73200.0,36600.0,Outlet,2020-02-01,2020-01-01
Walmart,1185732,2020-04-19,Northeast,New York,New York,Men's Street Footwear,60.0,1200,72000.0,36000.0,Outlet,2020-04-01,2020-01-01
Walmart,1185732,2020-05-03,Northeast,New York,New York,Men's Street Footwear,65.0,1200,78000.0,39000.0,Outlet,2020-05-01,2020-01-01
Foot Locker,1185732,2021-07-05,Southeast,South Carolina,Charleston,Men's Street Footwear,65.0,1150,74750.0,33638.0,Online,2021-07-01,2021-01-01
Walmart,1185732,2020-04-27,Northeast,New York,New York,Men's Street Footwear,65.0,1150,74750.0,37375.0,Outlet,2020-04-01,2020-01-01
West Gear,1185732,2020-09-11,Southeast,Florida,Miami,Men's Street Footwear,65.0,1150,74750.0,33638.0,In-store,2020-09-01,2020-01-01
West Gear,1185732,2020-09-17,Southeast,Florida,Miami,Men's Street Footwear,65.0,1125,73125.0,32906.0,In-store,2020-09-01,2020-01-01
Foot Locker,1185732,2021-08-06,Southeast,South Carolina,Charleston,Men's Street Footwear,65.0,1125,73125.0,32906.0,Online,2021-08-01,2021-01-01
Foot Locker,1185732,2021-12-05,Southeast,South Carolina,Charleston,Men's Street Footwear,70.0,1075,75250.0,33863.0,Online,2021-12-01,2021-01-01
West Gear,1185732,2020-09-16,Southeast,Florida,Miami,Women's Apparel,70.0,975,68250.0,34125.0,In-store,2020-09-01,2020-01-01
Foot Locker,1185732,2021-07-05,Southeast,South Carolina,Charleston,Women's Apparel,70.0,975,68250.0,34125.0,Online,2021-07-01,2021-01-01
West Gear,1185732,2020-09-10,Southeast,Florida,Miami,Women's Apparel,70.0,925,64750.0,32375.0,In-store,2020-09-01,2020-01-01
Foot Locker,1185732,2021-06-07,Southeast,South Carolina,Charleston,Women's Apparel,70.0,925,64750.0,32375.0,Online,2021-06-01,2021-01-01
West Gear,1128299,2021-07-16,South,Louisiana,New Orleans,Men's Street Footwear,90.0,900,81000.0,32400.0,Online,2021-07-01,2021-01-01
Sports Direct,1185732,2021-12-05,Southeast,South Carolina,Charleston,Women's Apparel,75.0,875,65625.0,32813.0,Online,2021-12-01,2021-01-01
Sports Direct,1197831,2021-10-11,South,Alabama,Birmingham,Women's Apparel,70.0,750,52500.0,34125.0,Outlet,2021-10-01,2021-01-01
West Gear,1128299,2021-06-17,South,Louisiana,New Orleans,Women's Apparel,110.0,750,82500.0,28875.0,Online,2021-06-01,2021-01-01
Foot Locker,1128299,2021-06-24,Southeast,Virginia,Richmond,Women's Apparel,105.0,700,73500.0,22050.0,In-store,2021-06-01,2021-01-01
West Gear,1128299,2021-06-24,West,Oregon,Portland,Women's Apparel,105.0,700,73500.0,22050.0,In-store,2021-06-01,2021-01-01
Walmart,1128299,2021-07-16,Southeast,Florida,Orlando,Women's Apparel,110.0,650,71500.0,32175.0,In-store,2021-07-01,2021-01-01
West Gear,1128299,2021-07-16,South,Louisiana,New Orleans,Women's Apparel,110.0,650,71500.0,25025.0,Online,2021-07-01,2021-01-01
Foot Locker,1128299,2021-07-23,Southeast,Virginia,Richmond,Women's Apparel,105.0,600,63000.0,18900.0,In-store,2021-07-01,2021-01-01
West Gear,1128299,2021-07-23,West,Oregon,Portland,Women's Apparel,105.0,600,63000.0,18900.0,In-store,2021-07-01,2021-01-01
Foot Locker,1185732,2020-01-07,Northeast,New York,New York,Men's Street Footwear,50.0,1250,62500.0,31250.0,In-store,2020-01-01,2020-01-01
Foot Locker,1185732,2020-01-25,Northeast,New York,New York,Men's Street Footwear,50.0,1220,61000.0,30500.0,Outlet,2020-01-01,2020-01-01
Foot Locker,1185732,2020-01-01,Northeast,New York,New York,Men's Street Footwear,50.0,1200,60000.0,30000.0,In-store,2020-01-01,2020-01-01
Foot Locker,1185732,2020-01-31,Northeast,New York,New York,Men's Street Footwear,50.0,1200,60000.0,30000.0,Outlet,2020-01-01,2020-01-01
Foot Locker,1185732,2020-03-15,Northeast,New York,New York,Women's Apparel,65.0,1100,71500.0,17875.0,Outlet,2020-03-01,2020-01-01
Walmart,1197831,2020-08-26,South,Texas,Houston,Women's Street Footwear,40.0,1100,44000.0,15400.0,Outlet,2020-08-01,2020-01-01
Walmart,1197831,2020-09-01,South,Texas,Houston,Women's Street Footwear,40.0,1100,44000.0,15400.0,Outlet,2020-09-01,2020-01-01
Foot Locker,1185732,2020-08-12,Southeast,Florida,Miami,Men's Street Footwear,45.0,1100,49500.0,22275.0,In-store,2020-08-01,2020-01-01
West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Men's Street Footwear,60.0,1075,64500.0,29025.0,In-store,2020-04-01,2020-01-01
Sports Direct,1185732,2020-05-24,Southeast,Florida,Miami,Men's Street Footwear,65.0,1075,69875.0,31444.0,In-store,2020-05-01,2020-01-01
Foot Locker,1185732,2021-02-07,Southeast,Georgia,Atlanta,Men's Street Footwear,40.0,1075,43000.0,19350.0,Online,2021-02-01,2021-01-01
Walmart,1185732,2020-04-18,Northeast,New York,New York,Women's Apparel,65.0,1075,69875.0,17469.0,Outlet,2020-04-01,2020-01-01
Foot Locker,1185732,2020-08-18,Southeast,Florida,Miami,Men's Street Footwear,45.0,1070,48150.0,21668.0,In-store,2020-08-01,2020-01-01
West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Men's Street Footwear,55.0,1070,58850.0,26483.0,In-store,2020-04-01,2020-01-01
Foot Locker,1185732,2020-03-09,Northeast,New York,New York,Women's Apparel,65.0,1050,68250.0,17063.0,Outlet,2020-03-01,2020-01-01
Foot Locker,1185732,2020-08-06,West,Washington,Seattle,Men's Street Footwear,45.0,1050,47250.0,21263.0,In-store,2020-08-01,2020-01-01
Foot Locker,1185732,2020-09-23,Southeast,Florida,Miami,Men's Street Footwear,55.0,1050,57750.0,25988.0,In-store,2020-09-01,2020-01-01
Foot Locker,1185732,2021-06-07,Southeast,South Carolina,Charleston,Men's Street Footwear,55.0,1050,57750.0,25988.0,Online,2021-06-01,2021-01-01
Sports Direct,1185732,2021-07-02,Southeast,North Carolina,Charlotte,Men's Street Footwear,65.0,1050,68250.0,27300.0,Online,2021-07-01,2021-01-01
Foot Locker,1185732,2021-05-05,Southeast,South Carolina,Charleston,Men's Street Footwear,50.0,1045,52250.0,23513.0,Online,2021-05-01,2021-01-01
